"purchaseorderid","purchaseorderdetailid","duedate","orderqty","productid","unitprice","receivedqty","rejectedqty","modifieddate"
1325,3011,2013-12-18 00:00:00.000,3,366,41.3805,3.00,0.00,2013-12-11 00:00:00.000
1325,3012,2013-12-18 00:00:00.000,3,367,45.654,3.00,0.00,2013-12-11 00:00:00.000
1325,3013,2013-12-18 00:00:00.000,3,368,41.3805,3.00,0.00,2013-12-11 00:00:00.000
1325,3014,2013-12-18 00:00:00.000,3,369,39.2805,3.00,0.00,2013-12-11 00:00:00.000
1325,3015,2013-12-18 00:00:00.000,3,370,43.554,3.00,0.00,2013-12-11 00:00:00.000
1325,3016,2013-12-18 00:00:00.000,3,371,39.2805,3.00,0.00,2013-12-11 00:00:00.000
1325,3017,2013-12-18 00:00:00.000,3,372,37.1805,3.00,0.00,2013-12-11 00:00:00.000
1325,3018,2013-12-18 00:00:00.000,3,373,41.454,3.00,0.00,2013-12-11 00:00:00.000
1325,3019,2013-12-18 00:00:00.000,3,374,37.1805,3.00,0.00,2013-12-11 00:00:00.000
1326,3020,2013-12-18 00:00:00.000,550,530,16.086,468.00,0.00,2013-12-11 00:00:00.000
1327,3021,2013-12-18 00:00:00.000,3,4,57.0255,3.00,0.00,2013-12-11 00:00:00.000
1328,3022,2013-12-18 00:00:00.000,550,512,37.086,550.00,0.00,2013-12-11 00:00:00.000
1329,3023,2013-12-18 00:00:00.000,550,513,26.5965,550.00,0.00,2013-12-11 00:00:00.000
1330,3024,2013-12-18 00:00:00.000,550,317,27.0585,550.00,0.00,2013-12-11 00:00:00.000
1330,3025,2013-12-18 00:00:00.000,550,318,33.579,550.00,55.00,2013-12-11 00:00:00.000
1330,3026,2013-12-18 00:00:00.000,550,319,46.0635,550.00,0.00,2013-12-11 00:00:00.000
1331,3027,2013-12-18 00:00:00.000,3,403,47.4705,3.00,0.00,2013-12-11 00:00:00.000
1331,3028,2013-12-18 00:00:00.000,3,404,45.3705,3.00,0.00,2013-12-11 00:00:00.000
1331,3029,2013-12-18 00:00:00.000,3,405,49.644,3.00,0.00,2013-12-11 00:00:00.000
1331,3030,2013-12-18 00:00:00.000,3,406,45.3705,3.00,0.00,2013-12-11 00:00:00.000
1332,3031,2013-12-18 00:00:00.000,3,427,47.5965,3.00,0.00,2013-12-11 00:00:00.000
1332,3032,2013-12-18 00:00:00.000,3,428,43.323,3.00,0.00,2013-12-11 00:00:00.000
1333,3033,2013-12-18 00:00:00.000,60,322,25.4205,60.00,0.00,2013-12-11 00:00:00.000
1334,3034,2013-12-18 00:00:00.000,3,438,41.223,3.00,0.00,2013-12-11 00:00:00.000
1334,3035,2013-12-18 00:00:00.000,3,439,45.4965,3.00,0.00,2013-12-11 00:00:00.000
1335,3036,2013-12-18 00:00:00.000,550,941,62.9895,550.00,0.00,2013-12-11 00:00:00.000
1336,3037,2013-12-18 00:00:00.000,3,320,45.3705,3.00,0.00,2013-12-11 00:00:00.000
1336,3038,2013-12-18 00:00:00.000,3,321,40.488,3.00,0.00,2013-12-11 00:00:00.000
1336,3039,2013-12-18 00:00:00.000,60,322,26.3655,60.00,0.00,2013-12-11 00:00:00.000
1337,3040,2013-12-18 00:00:00.000,3,504,48.762,3.00,0.00,2013-12-11 00:00:00.000
1338,3041,2013-12-18 00:00:00.000,3,497,34.188,3.00,0.00,2013-12-11 00:00:00.000
1339,3042,2013-12-18 00:00:00.000,3,323,50.2635,3.00,0.00,2013-12-11 00:00:00.000
1340,3043,2013-12-18 00:00:00.000,550,523,10.731,550.00,0.00,2013-12-11 00:00:00.000
1340,3044,2013-12-18 00:00:00.000,550,524,14.1225,550.00,55.00,2013-12-11 00:00:00.000
1341,3045,2013-12-19 00:00:00.000,60,494,53.2035,60.00,0.00,2013-12-12 00:00:00.000
1341,3046,2013-12-19 00:00:00.000,60,495,63.693,60.00,0.00,2013-12-12 00:00:00.000
1341,3047,2013-12-19 00:00:00.000,60,496,48.909,60.00,3.00,2013-12-12 00:00:00.000
1342,3048,2013-12-19 00:00:00.000,550,913,40.9395,550.00,82.00,2013-12-12 00:00:00.000
1342,3049,2013-12-19 00:00:00.000,550,914,21.0945,550.00,0.00,2013-12-12 00:00:00.000
1343,3050,2013-12-19 00:00:00.000,60,506,9.198,60.00,0.00,2013-12-12 00:00:00.000
1344,3051,2013-12-19 00:00:00.000,550,351,5.775,550.00,0.00,2013-12-12 00:00:00.000
1344,3052,2013-12-19 00:00:00.000,550,352,1.155,550.00,0.00,2013-12-12 00:00:00.000
1345,3053,2013-12-19 00:00:00.000,550,507,23.394,550.00,0.00,2013-12-12 00:00:00.000
1345,3054,2013-12-19 00:00:00.000,550,508,27.6465,523.00,0.00,2013-12-12 00:00:00.000
1346,3055,2013-12-19 00:00:00.000,550,355,1.365,468.00,0.00,2013-12-12 00:00:00.000
1346,3056,2013-12-19 00:00:00.000,550,940,62.9895,550.00,0.00,2013-12-12 00:00:00.000
1346,3057,2013-12-19 00:00:00.000,550,535,3.486,550.00,0.00,2013-12-12 00:00:00.000
1347,3058,2013-12-19 00:00:00.000,550,351,6.195,550.00,0.00,2013-12-12 00:00:00.000
1347,3059,2013-12-19 00:00:00.000,550,352,1.47,550.00,0.00,2013-12-12 00:00:00.000
1347,3060,2013-12-19 00:00:00.000,550,679,6.195,550.00,0.00,2013-12-12 00:00:00.000
1348,3061,2013-12-19 00:00:00.000,550,507,22.1655,550.00,0.00,2013-12-12 00:00:00.000
1348,3062,2013-12-19 00:00:00.000,550,508,29.2845,550.00,0.00,2013-12-12 00:00:00.000
1349,3063,2013-12-19 00:00:00.000,3,491,19.9815,3.00,0.00,2013-12-12 00:00:00.000
1350,3064,2013-12-19 00:00:00.000,3,345,36.9705,3.00,0.00,2013-12-12 00:00:00.000
1350,3065,2013-12-19 00:00:00.000,3,346,41.244,3.00,0.00,2013-12-12 00:00:00.000
1350,3066,2013-12-19 00:00:00.000,3,347,36.9705,3.00,0.00,2013-12-12 00:00:00.000
1351,3067,2013-12-19 00:00:00.000,550,935,31.4895,550.00,0.00,2013-12-12 00:00:00.000
1351,3068,2013-12-19 00:00:00.000,550,936,48.2895,550.00,0.00,2013-12-12 00:00:00.000
1352,3069,2013-12-19 00:00:00.000,3,380,43.218,3.00,0.00,2013-12-12 00:00:00.000
1352,3070,2013-12-19 00:00:00.000,3,381,47.4915,3.00,0.00,2013-12-12 00:00:00.000
1353,3071,2013-12-19 00:00:00.000,550,478,11.088,550.00,0.00,2013-12-12 00:00:00.000
1353,3072,2013-12-19 00:00:00.000,550,479,15.8865,550.00,0.00,2013-12-12 00:00:00.000
1353,3073,2013-12-19 00:00:00.000,550,480,11.6655,550.00,0.00,2013-12-12 00:00:00.000
1354,3074,2013-12-19 00:00:00.000,3,402,47.4705,3.00,0.00,2013-12-12 00:00:00.000
1355,3075,2013-12-19 00:00:00.000,550,510,23.079,550.00,0.00,2013-12-12 00:00:00.000
1355,3076,2013-12-19 00:00:00.000,550,511,29.274,523.00,0.00,2013-12-12 00:00:00.000
1355,3077,2013-12-19 00:00:00.000,550,512,34.9755,550.00,0.00,2013-12-12 00:00:00.000
1356,3078,2013-12-19 00:00:00.000,3,409,41.1705,3.00,0.00,2013-12-12 00:00:00.000
1356,3079,2013-12-19 00:00:00.000,550,914,21.0945,550.00,0.00,2013-12-12 00:00:00.000
1356,3080,2013-12-19 00:00:00.000,550,915,30.4395,550.00,0.00,2013-12-12 00:00:00.000
1356,3081,2013-12-19 00:00:00.000,550,916,40.9395,550.00,0.00,2013-12-12 00:00:00.000
1357,3082,2013-12-20 00:00:00.000,550,525,2.3205,550.00,0.00,2013-12-13 00:00:00.000
1358,3083,2013-12-20 00:00:00.000,550,526,3.6435,550.00,0.00,2013-12-13 00:00:00.000
1359,3084,2013-12-20 00:00:00.000,550,908,21.0945,550.00,0.00,2013-12-13 00:00:00.000
1359,3085,2013-12-20 00:00:00.000,550,909,30.4395,550.00,0.00,2013-12-13 00:00:00.000
1359,3086,2013-12-20 00:00:00.000,550,913,40.9395,550.00,0.00,2013-12-13 00:00:00.000
1360,3087,2013-12-20 00:00:00.000,60,356,3.6015,60.00,0.00,2013-12-13 00:00:00.000
1360,3088,2013-12-20 00:00:00.000,60,357,3.9795,60.00,6.00,2013-12-13 00:00:00.000
1361,3089,2013-12-20 00:00:00.000,550,935,31.4895,550.00,0.00,2013-12-13 00:00:00.000
1361,3090,2013-12-20 00:00:00.000,550,936,48.2895,550.00,0.00,2013-12-13 00:00:00.000
1362,3091,2013-12-20 00:00:00.000,550,524,12.9675,550.00,82.00,2013-12-13 00:00:00.000
1363,3092,2013-12-20 00:00:00.000,550,911,21.0945,550.00,0.00,2013-12-13 00:00:00.000
1363,3093,2013-12-20 00:00:00.000,550,912,30.4395,550.00,0.00,2013-12-13 00:00:00.000
1364,3094,2013-12-20 00:00:00.000,550,910,40.9395,550.00,0.00,2013-12-13 00:00:00.000
1365,3095,2013-12-20 00:00:00.000,550,937,62.9895,550.00,0.00,2013-12-13 00:00:00.000
1366,3096,2013-12-20 00:00:00.000,3,469,43.323,3.00,0.00,2013-12-13 00:00:00.000
1366,3097,2013-12-20 00:00:00.000,3,470,41.223,3.00,0.00,2013-12-13 00:00:00.000
1366,3098,2013-12-20 00:00:00.000,3,471,45.4965,3.00,0.00,2013-12-13 00:00:00.000
1366,3099,2013-12-20 00:00:00.000,3,472,41.223,3.00,0.00,2013-12-13 00:00:00.000
1367,3100,2013-12-20 00:00:00.000,3,462,47.6805,3.00,0.00,2013-12-13 00:00:00.000
1368,3101,2013-12-20 00:00:00.000,550,510,23.4045,550.00,0.00,2013-12-13 00:00:00.000
1368,3102,2013-12-20 00:00:00.000,550,511,27.867,550.00,0.00,2013-12-13 00:00:00.000
1369,3103,2013-12-20 00:00:00.000,550,527,6.7515,550.00,0.00,2013-12-13 00:00:00.000
1370,3104,2013-12-20 00:00:00.000,550,938,31.4895,550.00,0.00,2013-12-13 00:00:00.000
1370,3105,2013-12-20 00:00:00.000,550,939,48.2895,550.00,55.00,2013-12-13 00:00:00.000
1370,3106,2013-12-20 00:00:00.000,550,509,36.2775,550.00,0.00,2013-12-13 00:00:00.000
1371,3107,2013-12-20 00:00:00.000,60,494,50.7465,60.00,0.00,2013-12-13 00:00:00.000
1371,3108,2013-12-20 00:00:00.000,60,495,62.9265,60.00,0.00,2013-12-13 00:00:00.000
1371,3109,2013-12-20 00:00:00.000,60,496,49.6545,60.00,3.00,2013-12-13 00:00:00.000
1372,3110,2013-12-20 00:00:00.000,550,523,10.3845,550.00,82.00,2013-12-13 00:00:00.000
1373,3111,2013-12-23 00:00:00.000,3,424,49.854,3.00,0.00,2013-12-16 00:00:00.000
1373,3112,2013-12-23 00:00:00.000,3,425,45.5805,3.00,0.00,2013-12-16 00:00:00.000
1373,3113,2013-12-23 00:00:00.000,3,426,43.4805,3.00,0.00,2013-12-16 00:00:00.000
1374,3114,2013-12-23 00:00:00.000,3,490,12.7155,3.00,0.00,2013-12-16 00:00:00.000
1374,3115,2013-12-23 00:00:00.000,3,491,19.9395,3.00,0.00,2013-12-16 00:00:00.000
1375,3116,2013-12-23 00:00:00.000,3,528,38.157,3.00,0.00,2013-12-16 00:00:00.000
1376,3117,2013-12-23 00:00:00.000,3,505,44.2155,3.00,0.00,2013-12-16 00:00:00.000
1377,3118,2013-12-23 00:00:00.000,550,938,31.4895,550.00,0.00,2013-12-16 00:00:00.000
1377,3119,2013-12-23 00:00:00.000,550,939,48.2895,550.00,0.00,2013-12-16 00:00:00.000
1378,3120,2013-12-23 00:00:00.000,60,358,6.9825,60.00,0.00,2013-12-16 00:00:00.000
1379,3121,2013-12-23 00:00:00.000,3,440,49.854,3.00,0.00,2013-12-16 00:00:00.000
1379,3122,2013-12-23 00:00:00.000,3,441,45.5805,3.00,0.00,2013-12-16 00:00:00.000
1379,3123,2013-12-23 00:00:00.000,3,442,43.4805,3.00,0.00,2013-12-16 00:00:00.000
1379,3124,2013-12-23 00:00:00.000,3,443,47.754,3.00,0.00,2013-12-16 00:00:00.000
1379,3125,2013-12-23 00:00:00.000,3,444,43.4805,3.00,0.00,2013-12-16 00:00:00.000
1380,3126,2013-12-23 00:00:00.000,60,356,3.381,60.00,0.00,2013-12-16 00:00:00.000
1380,3127,2013-12-23 00:00:00.000,60,357,4.3155,60.00,6.00,2013-12-16 00:00:00.000
1381,3128,2013-12-23 00:00:00.000,3,375,43.2705,3.00,0.00,2013-12-16 00:00:00.000
1381,3129,2013-12-23 00:00:00.000,3,376,41.1705,3.00,0.00,2013-12-16 00:00:00.000
1381,3130,2013-12-23 00:00:00.000,3,377,45.444,3.00,0.00,2013-12-16 00:00:00.000
1381,3131,2013-12-23 00:00:00.000,3,378,41.1705,3.00,0.00,2013-12-16 00:00:00.000
1382,3132,2013-12-23 00:00:00.000,3,490,12.3585,3.00,0.00,2013-12-16 00:00:00.000
1383,3133,2013-12-23 00:00:00.000,550,513,39.1965,550.00,0.00,2013-12-16 00:00:00.000
1384,3134,2013-12-23 00:00:00.000,3,403,45.444,3.00,0.00,2013-12-16 00:00:00.000
1384,3135,2013-12-23 00:00:00.000,3,404,41.1705,3.00,0.00,2013-12-16 00:00:00.000
1385,3136,2013-12-23 00:00:00.000,550,931,34.8705,550.00,0.00,2013-12-16 00:00:00.000
1385,3137,2013-12-23 00:00:00.000,550,932,39.7635,523.00,0.00,2013-12-16 00:00:00.000
1385,3138,2013-12-23 00:00:00.000,550,933,43.9845,550.00,0.00,2013-12-16 00:00:00.000
1385,3139,2013-12-23 00:00:00.000,550,934,38.1465,550.00,0.00,2013-12-16 00:00:00.000
1386,3140,2013-12-23 00:00:00.000,3,428,43.4805,3.00,0.00,2013-12-16 00:00:00.000
1386,3141,2013-12-23 00:00:00.000,3,429,41.3805,3.00,0.00,2013-12-16 00:00:00.000
1386,3142,2013-12-23 00:00:00.000,3,430,45.654,3.00,0.00,2013-12-16 00:00:00.000
1386,3143,2013-12-23 00:00:00.000,3,431,41.3805,3.00,0.00,2013-12-16 00:00:00.000
1387,3144,2013-12-23 00:00:00.000,3,346,47.649,3.00,0.00,2013-12-16 00:00:00.000
1387,3145,2013-12-23 00:00:00.000,3,347,43.3755,3.00,0.00,2013-12-16 00:00:00.000
1387,3146,2013-12-23 00:00:00.000,3,348,41.2755,3.00,0.00,2013-12-16 00:00:00.000
1387,3147,2013-12-23 00:00:00.000,3,349,45.549,3.00,0.00,2013-12-16 00:00:00.000
1388,3148,2013-12-23 00:00:00.000,550,931,34.3455,550.00,0.00,2013-12-16 00:00:00.000
1388,3149,2013-12-23 00:00:00.000,550,932,39.2385,550.00,0.00,2013-12-16 00:00:00.000
1389,3150,2013-12-25 00:00:00.000,3,344,45.3705,3.00,0.00,2013-12-18 00:00:00.000
1389,3151,2013-12-25 00:00:00.000,3,345,43.2705,3.00,0.00,2013-12-18 00:00:00.000
1389,3152,2013-12-25 00:00:00.000,3,346,47.544,3.00,0.00,2013-12-18 00:00:00.000
1389,3153,2013-12-25 00:00:00.000,3,347,43.2705,3.00,0.00,2013-12-18 00:00:00.000
1389,3154,2013-12-25 00:00:00.000,3,348,41.1705,3.00,0.00,2013-12-18 00:00:00.000
1390,3155,2013-12-25 00:00:00.000,550,928,32.7705,550.00,0.00,2013-12-18 00:00:00.000
1390,3156,2013-12-25 00:00:00.000,550,929,37.086,550.00,55.00,2013-12-18 00:00:00.000
1390,3157,2013-12-25 00:00:00.000,550,930,43.0395,550.00,0.00,2013-12-18 00:00:00.000
1391,3158,2013-12-25 00:00:00.000,550,332,10.815,550.00,0.00,2013-12-18 00:00:00.000
1392,3159,2013-12-25 00:00:00.000,550,948,82.8345,550.00,82.00,2013-12-18 00:00:00.000
1392,3160,2013-12-25 00:00:00.000,550,907,82.8345,550.00,0.00,2013-12-18 00:00:00.000
1393,3161,2013-12-25 00:00:00.000,1250,325,0.21,1250.00,0.00,2013-12-18 00:00:00.000
1393,3162,2013-12-25 00:00:00.000,1250,326,0.21,1250.00,0.00,2013-12-18 00:00:00.000
1394,3163,2013-12-25 00:00:00.000,3,320,49.644,3.00,0.00,2013-12-18 00:00:00.000
1394,3164,2013-12-25 00:00:00.000,3,321,44.3205,3.00,0.00,2013-12-18 00:00:00.000
1395,3165,2013-12-25 00:00:00.000,550,930,42.5145,550.00,0.00,2013-12-18 00:00:00.000
1395,3166,2013-12-25 00:00:00.000,550,921,5.586,523.00,0.00,2013-12-18 00:00:00.000
1396,3167,2013-12-25 00:00:00.000,60,952,15.7395,51.00,0.00,2013-12-18 00:00:00.000
1397,3168,2013-12-25 00:00:00.000,550,933,43.4595,550.00,0.00,2013-12-18 00:00:00.000
1397,3169,2013-12-25 00:00:00.000,550,934,37.6215,550.00,0.00,2013-12-18 00:00:00.000
1397,3170,2013-12-25 00:00:00.000,550,922,6.531,550.00,0.00,2013-12-18 00:00:00.000
1397,3171,2013-12-25 00:00:00.000,550,923,6.1845,550.00,0.00,2013-12-18 00:00:00.000
1398,3172,2013-12-25 00:00:00.000,550,317,29.5785,550.00,0.00,2013-12-18 00:00:00.000
1398,3173,2013-12-25 00:00:00.000,550,318,36.099,550.00,0.00,2013-12-18 00:00:00.000
1398,3174,2013-12-25 00:00:00.000,550,319,48.5835,550.00,0.00,2013-12-18 00:00:00.000
1399,3175,2013-12-25 00:00:00.000,550,928,32.2455,550.00,0.00,2013-12-18 00:00:00.000
1399,3176,2013-12-25 00:00:00.000,550,929,36.561,550.00,0.00,2013-12-18 00:00:00.000
1400,3177,2013-12-25 00:00:00.000,550,319,46.4205,550.00,0.00,2013-12-18 00:00:00.000
1401,3178,2013-12-26 00:00:00.000,3,366,41.223,3.00,0.00,2013-12-19 00:00:00.000
1401,3179,2013-12-26 00:00:00.000,3,367,45.4965,3.00,0.00,2013-12-19 00:00:00.000
1401,3180,2013-12-26 00:00:00.000,3,368,41.223,3.00,0.00,2013-12-19 00:00:00.000
1401,3181,2013-12-26 00:00:00.000,3,369,39.123,3.00,0.00,2013-12-19 00:00:00.000
1402,3182,2013-12-26 00:00:00.000,3,2,41.916,3.00,0.00,2013-12-19 00:00:00.000
1403,3183,2013-12-26 00:00:00.000,3,1,50.2635,3.00,0.00,2013-12-19 00:00:00.000
1404,3184,2013-12-26 00:00:00.000,3,359,47.6805,3.00,3.00,2013-12-19 00:00:00.000
1404,3185,2013-12-26 00:00:00.000,3,360,45.5805,3.00,3.00,2013-12-19 00:00:00.000
1405,3186,2013-12-26 00:00:00.000,550,530,16.086,550.00,0.00,2013-12-19 00:00:00.000
1406,3187,2013-12-26 00:00:00.000,3,4,57.0255,3.00,0.00,2013-12-19 00:00:00.000
1407,3188,2013-12-26 00:00:00.000,550,512,37.086,550.00,0.00,2013-12-19 00:00:00.000
1408,3189,2013-12-26 00:00:00.000,550,513,26.5965,550.00,0.00,2013-12-19 00:00:00.000
1409,3190,2013-12-26 00:00:00.000,550,317,27.0585,550.00,0.00,2013-12-19 00:00:00.000
1409,3191,2013-12-26 00:00:00.000,550,318,33.579,550.00,0.00,2013-12-19 00:00:00.000
1409,3192,2013-12-26 00:00:00.000,550,319,46.0635,550.00,0.00,2013-12-19 00:00:00.000
1410,3193,2013-12-26 00:00:00.000,3,407,43.2705,3.00,0.00,2013-12-19 00:00:00.000
1410,3194,2013-12-26 00:00:00.000,3,408,47.544,3.00,0.00,2013-12-19 00:00:00.000
1410,3195,2013-12-26 00:00:00.000,3,409,43.2705,3.00,0.00,2013-12-19 00:00:00.000
1411,3196,2013-12-26 00:00:00.000,3,429,41.223,3.00,0.00,2013-12-19 00:00:00.000
1411,3197,2013-12-26 00:00:00.000,3,430,45.4965,3.00,0.00,2013-12-19 00:00:00.000
1411,3198,2013-12-26 00:00:00.000,3,431,41.223,3.00,0.00,2013-12-19 00:00:00.000
1411,3199,2013-12-26 00:00:00.000,3,432,39.123,3.00,0.00,2013-12-19 00:00:00.000
1412,3200,2013-12-26 00:00:00.000,3,320,47.4705,3.00,0.00,2013-12-19 00:00:00.000
1412,3201,2013-12-26 00:00:00.000,3,321,42.798,3.00,0.00,2013-12-19 00:00:00.000
1413,3202,2013-12-26 00:00:00.000,3,440,41.223,3.00,0.00,2013-12-19 00:00:00.000
1413,3203,2013-12-26 00:00:00.000,3,441,39.123,3.00,0.00,2013-12-19 00:00:00.000
1413,3204,2013-12-26 00:00:00.000,3,442,43.3965,3.00,0.00,2013-12-19 00:00:00.000
1414,3205,2013-12-26 00:00:00.000,550,941,62.9895,550.00,0.00,2013-12-19 00:00:00.000
1415,3206,2013-12-26 00:00:00.000,3,320,45.3705,3.00,0.00,2013-12-19 00:00:00.000
1415,3207,2013-12-26 00:00:00.000,3,321,40.488,3.00,0.00,2013-12-19 00:00:00.000
1415,3208,2013-12-26 00:00:00.000,60,322,26.3655,60.00,0.00,2013-12-19 00:00:00.000
1416,3209,2013-12-26 00:00:00.000,3,504,48.762,3.00,0.00,2013-12-19 00:00:00.000
1417,3210,2013-12-27 00:00:00.000,3,497,34.188,3.00,0.00,2013-12-20 00:00:00.000
1418,3211,2013-12-27 00:00:00.000,3,323,50.2635,3.00,0.00,2013-12-20 00:00:00.000
1419,3212,2013-12-27 00:00:00.000,550,523,10.731,550.00,0.00,2013-12-20 00:00:00.000
1419,3213,2013-12-27 00:00:00.000,550,524,14.1225,550.00,0.00,2013-12-20 00:00:00.000
1420,3214,2013-12-27 00:00:00.000,60,492,50.2635,60.00,0.00,2013-12-20 00:00:00.000
1420,3215,2013-12-27 00:00:00.000,60,493,57.1515,60.00,6.00,2013-12-20 00:00:00.000
1420,3216,2013-12-27 00:00:00.000,60,494,53.2035,60.00,0.00,2013-12-20 00:00:00.000
1421,3217,2013-12-27 00:00:00.000,550,915,30.4395,550.00,0.00,2013-12-20 00:00:00.000
1421,3218,2013-12-27 00:00:00.000,550,916,40.9395,550.00,0.00,2013-12-20 00:00:00.000
1422,3219,2013-12-27 00:00:00.000,60,506,9.198,60.00,9.00,2013-12-20 00:00:00.000
1423,3220,2013-12-27 00:00:00.000,550,679,5.775,550.00,0.00,2013-12-20 00:00:00.000
1424,3221,2013-12-27 00:00:00.000,550,507,23.394,550.00,0.00,2013-12-20 00:00:00.000
1424,3222,2013-12-27 00:00:00.000,550,508,27.6465,550.00,0.00,2013-12-20 00:00:00.000
1425,3223,2013-12-27 00:00:00.000,550,355,1.365,550.00,0.00,2013-12-20 00:00:00.000
1425,3224,2013-12-27 00:00:00.000,550,940,62.9895,523.00,0.00,2013-12-20 00:00:00.000
1425,3225,2013-12-27 00:00:00.000,550,535,3.486,550.00,0.00,2013-12-20 00:00:00.000
1426,3226,2013-12-27 00:00:00.000,550,351,6.195,468.00,0.00,2013-12-20 00:00:00.000
1426,3227,2013-12-27 00:00:00.000,550,352,1.47,550.00,0.00,2013-12-20 00:00:00.000
1426,3228,2013-12-27 00:00:00.000,550,679,6.195,550.00,0.00,2013-12-20 00:00:00.000
1427,3229,2013-12-27 00:00:00.000,550,507,22.1655,550.00,0.00,2013-12-20 00:00:00.000
1427,3230,2013-12-27 00:00:00.000,550,508,29.2845,550.00,0.00,2013-12-20 00:00:00.000
1428,3231,2013-12-27 00:00:00.000,3,491,19.9815,3.00,0.00,2013-12-20 00:00:00.000
1429,3232,2013-12-27 00:00:00.000,3,348,34.8705,3.00,0.00,2013-12-20 00:00:00.000
1429,3233,2013-12-27 00:00:00.000,3,349,39.144,3.00,0.00,2013-12-20 00:00:00.000
1430,3234,2013-12-27 00:00:00.000,550,935,31.4895,550.00,0.00,2013-12-20 00:00:00.000
1430,3235,2013-12-27 00:00:00.000,550,936,48.2895,550.00,55.00,2013-12-20 00:00:00.000
1431,3236,2013-12-27 00:00:00.000,3,382,43.2705,3.00,0.00,2013-12-20 00:00:00.000
1431,3237,2013-12-27 00:00:00.000,3,383,47.544,3.00,0.00,2013-12-20 00:00:00.000
1431,3238,2013-12-27 00:00:00.000,3,384,43.2705,3.00,0.00,2013-12-20 00:00:00.000
1431,3239,2013-12-27 00:00:00.000,3,385,41.1705,3.00,0.00,2013-12-20 00:00:00.000
1432,3240,2013-12-27 00:00:00.000,550,481,11.088,550.00,82.00,2013-12-20 00:00:00.000
1432,3241,2013-12-27 00:00:00.000,550,482,8.757,550.00,0.00,2013-12-20 00:00:00.000
1433,3242,2013-12-28 00:00:00.000,3,402,47.4705,3.00,0.00,2013-12-21 00:00:00.000
1434,3243,2013-12-28 00:00:00.000,550,510,23.079,550.00,0.00,2013-12-21 00:00:00.000
1434,3244,2013-12-28 00:00:00.000,550,511,29.274,550.00,0.00,2013-12-21 00:00:00.000
1435,3245,2013-12-28 00:00:00.000,3,403,45.3705,3.00,0.00,2013-12-21 00:00:00.000
1435,3246,2013-12-28 00:00:00.000,3,404,49.644,3.00,0.00,2013-12-21 00:00:00.000
1435,3247,2013-12-28 00:00:00.000,3,405,45.3705,3.00,0.00,2013-12-21 00:00:00.000
1435,3248,2013-12-28 00:00:00.000,3,406,43.2705,3.00,0.00,2013-12-21 00:00:00.000
1435,3249,2013-12-28 00:00:00.000,3,407,47.544,3.00,0.00,2013-12-21 00:00:00.000
1435,3250,2013-12-28 00:00:00.000,3,408,43.2705,3.00,0.00,2013-12-21 00:00:00.000
1435,3251,2013-12-28 00:00:00.000,3,409,41.1705,3.00,0.00,2013-12-21 00:00:00.000
1435,3252,2013-12-28 00:00:00.000,550,914,21.0945,550.00,0.00,2013-12-21 00:00:00.000
1435,3253,2013-12-28 00:00:00.000,550,915,30.4395,550.00,0.00,2013-12-21 00:00:00.000
1435,3254,2013-12-28 00:00:00.000,550,916,40.9395,550.00,0.00,2013-12-21 00:00:00.000
1436,3255,2013-12-28 00:00:00.000,550,525,2.3205,468.00,0.00,2013-12-21 00:00:00.000
1437,3256,2013-12-31 00:00:00.000,550,526,3.6435,550.00,0.00,2013-12-24 00:00:00.000
1438,3257,2013-12-31 00:00:00.000,550,908,21.0945,550.00,0.00,2013-12-24 00:00:00.000
1438,3258,2013-12-31 00:00:00.000,550,909,30.4395,550.00,0.00,2013-12-24 00:00:00.000
1438,3259,2013-12-31 00:00:00.000,550,913,40.9395,550.00,0.00,2013-12-24 00:00:00.000
1439,3260,2013-12-31 00:00:00.000,60,356,3.6015,60.00,0.00,2013-12-24 00:00:00.000
1439,3261,2013-12-31 00:00:00.000,60,357,3.9795,60.00,0.00,2013-12-24 00:00:00.000
1440,3262,2013-12-31 00:00:00.000,550,935,31.4895,550.00,0.00,2013-12-24 00:00:00.000
1440,3263,2013-12-31 00:00:00.000,550,936,48.2895,550.00,55.00,2013-12-24 00:00:00.000
1441,3264,2013-12-31 00:00:00.000,550,524,12.9675,550.00,0.00,2013-12-24 00:00:00.000
1442,3265,2013-12-31 00:00:00.000,550,911,21.0945,550.00,82.00,2013-12-24 00:00:00.000
1442,3266,2013-12-31 00:00:00.000,550,912,30.4395,550.00,0.00,2013-12-24 00:00:00.000
1443,3267,2013-12-31 00:00:00.000,550,910,40.9395,550.00,0.00,2013-12-24 00:00:00.000
1444,3268,2013-12-31 00:00:00.000,550,937,62.9895,550.00,0.00,2013-12-24 00:00:00.000
1445,3269,2013-12-31 00:00:00.000,3,473,39.123,3.00,0.00,2013-12-24 00:00:00.000
1445,3270,2013-12-31 00:00:00.000,3,474,43.3965,3.00,0.00,2013-12-24 00:00:00.000
1445,3271,2013-12-31 00:00:00.000,3,475,39.123,3.00,0.00,2013-12-24 00:00:00.000
1446,3272,2013-12-31 00:00:00.000,3,462,47.6805,3.00,0.00,2013-12-24 00:00:00.000
1447,3273,2013-12-31 00:00:00.000,550,510,23.4045,550.00,0.00,2013-12-24 00:00:00.000
1447,3274,2013-12-31 00:00:00.000,550,511,27.867,550.00,0.00,2013-12-24 00:00:00.000
