"purchaseorderid","revisionnumber","status","employeeid","vendorid","shipmethodid","orderdate","shipdate","subtotal","taxamt","freight","modifieddate"
661,4,4,250,1622,5,2013-08-22 00:00:00.000,2013-08-31 00:00:00.000,557.487,44.599,13.9372,2013-08-31 00:00:00.000
662,4,4,254,1632,5,2013-08-22 00:00:00.000,2013-08-31 00:00:00.000,38421.075,3073.686,960.5269,2013-08-31 00:00:00.000
663,4,4,257,1608,5,2013-08-22 00:00:00.000,2013-08-31 00:00:00.000,5948.25,475.86,148.7063,2013-08-31 00:00:00.000
664,4,3,261,1576,5,2013-08-22 00:00:00.000,2013-08-31 00:00:00.000,91117.95,7289.436,2277.9488,2013-08-31 00:00:00.000
665,4,4,251,1590,1,2013-08-22 00:00:00.000,2013-08-31 00:00:00.000,525,42,13.125,2013-08-31 00:00:00.000
666,4,4,253,1514,5,2013-08-22 00:00:00.000,2013-08-31 00:00:00.000,2003.6835,160.2947,50.0921,2013-08-31 00:00:00.000
667,4,4,255,1498,4,2013-08-22 00:00:00.000,2013-08-31 00:00:00.000,26455.275,2116.422,661.3819,2013-08-31 00:00:00.000
668,4,4,256,1674,2,2013-08-22 00:00:00.000,2013-08-31 00:00:00.000,944.37,75.5496,23.6093,2013-08-31 00:00:00.000
669,4,4,259,1652,1,2013-08-22 00:00:00.000,2013-08-31 00:00:00.000,6993.525,559.482,174.8381,2013-08-31 00:00:00.000
670,4,4,260,1578,3,2013-08-22 00:00:00.000,2013-08-31 00:00:00.000,62843.55,5027.484,1571.0888,2013-08-31 00:00:00.000
671,4,4,258,1538,5,2013-08-22 00:00:00.000,2013-08-31 00:00:00.000,37843.575,3027.486,946.0894,2013-08-31 00:00:00.000
672,4,4,254,1556,4,2013-08-22 00:00:00.000,2013-08-31 00:00:00.000,25531.275,2042.502,638.2819,2013-08-31 00:00:00.000
673,4,4,257,1554,4,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,358.6275,28.6902,8.9657,2013-09-03 00:00:00.000
674,4,3,261,1688,4,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,125.748,10.0598,3.1437,2013-09-03 00:00:00.000
675,4,4,251,1580,5,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,150.7905,12.0632,3.7698,2013-09-03 00:00:00.000
676,4,4,253,1496,5,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,534.807,42.7846,13.3702,2013-09-03 00:00:00.000
677,4,4,255,1494,2,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,8847.3,707.784,221.1825,2013-09-03 00:00:00.000
678,4,4,256,1650,5,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,171.0765,13.6861,4.2769,2013-09-03 00:00:00.000
679,4,4,252,1654,4,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,20397.3,1631.784,509.9325,2013-09-03 00:00:00.000
680,4,4,260,1664,3,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,14628.075,1170.246,365.7019,2013-09-03 00:00:00.000
681,4,4,258,1678,4,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,25334.925,2026.794,633.3731,2013-09-03 00:00:00.000
682,4,4,254,1616,5,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,278.523,22.2818,6.9631,2013-09-03 00:00:00.000
683,4,4,257,1492,4,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,358.6275,28.6902,8.9657,2013-09-03 00:00:00.000
684,4,3,261,1602,5,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,270.8055,21.6644,6.7701,2013-09-03 00:00:00.000
685,4,4,250,1540,4,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,2421.1215,193.6897,60.528,2013-09-03 00:00:00.000
686,4,4,253,1628,5,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,34644.225,2771.538,866.1056,2013-09-03 00:00:00.000
687,4,4,255,1604,4,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,1839.5055,147.1604,45.9876,2013-09-03 00:00:00.000
688,4,4,256,1690,5,2013-08-25 00:00:00.000,2013-09-03 00:00:00.000,146.286,11.7029,3.6572,2013-09-03 00:00:00.000
689,4,4,259,1566,5,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,102.564,8.2051,2.5641,2013-09-04 00:00:00.000
690,4,4,260,1698,5,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,150.7905,12.0632,3.7698,2013-09-04 00:00:00.000
691,4,4,258,1560,5,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,13669.425,1093.554,341.7356,2013-09-04 00:00:00.000
692,4,4,254,1692,5,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,6444.9,515.592,161.1225,2013-09-04 00:00:00.000
693,4,4,252,1696,2,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,50860.425,4068.834,1271.5106,2013-09-04 00:00:00.000
694,4,3,261,1504,1,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,551.88,44.1504,13.797,2013-09-04 00:00:00.000
695,4,4,251,1544,1,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,6987.75,559.02,174.6938,2013-09-04 00:00:00.000
696,4,4,253,1530,2,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,28072.275,2245.782,701.8069,2013-09-04 00:00:00.000
697,4,4,255,1508,1,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,1917.3,153.384,47.9325,2013-09-04 00:00:00.000
698,4,4,256,1694,1,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,7623,609.84,190.575,2013-09-04 00:00:00.000
699,4,4,259,1624,2,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,28297.5,2263.8,707.4375,2013-09-04 00:00:00.000
700,4,4,260,1548,2,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,59.9445,4.7956,1.4986,2013-09-04 00:00:00.000
701,4,4,258,1598,4,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,117.432,9.3946,2.9358,2013-09-04 00:00:00.000
702,4,4,254,1658,5,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,43878.45,3510.276,1096.9613,2013-09-04 00:00:00.000
703,4,4,257,1536,4,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,383.355,30.6684,9.5839,2013-09-04 00:00:00.000
704,4,3,261,1568,1,2013-08-26 00:00:00.000,2013-09-04 00:00:00.000,10631.775,850.542,265.7944,2013-09-04 00:00:00.000
705,4,4,251,1648,5,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,142.4115,11.3929,3.5603,2013-09-05 00:00:00.000
706,4,4,253,1646,2,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,48030.675,3842.454,1200.7669,2013-09-05 00:00:00.000
707,4,4,255,1672,4,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,22516.725,1801.338,562.9181,2013-09-05 00:00:00.000
708,5,4,256,1600,1,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,1276.275,102.102,31.9069,2013-09-05 00:00:00.000
709,4,4,259,1522,1,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,2003.925,160.314,50.0981,2013-09-05 00:00:00.000
710,4,4,260,1570,2,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,50860.425,4068.834,1271.5106,2013-09-05 00:00:00.000
711,4,4,258,1516,1,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,454.86,36.3888,11.3715,2013-09-05 00:00:00.000
712,4,4,254,1506,5,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,43878.45,3510.276,1096.9613,2013-09-05 00:00:00.000
713,4,4,257,1626,2,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,7132.125,570.57,178.3031,2013-09-05 00:00:00.000
714,4,3,261,1542,2,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,28343.7,2267.496,708.5925,2013-09-05 00:00:00.000
715,4,4,251,1610,4,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,22516.725,1801.338,562.9181,2013-09-05 00:00:00.000
716,4,4,253,1638,5,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,34644.225,2771.538,866.1056,2013-09-05 00:00:00.000
717,4,4,252,1582,4,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,247.5585,19.8047,6.189,2013-09-05 00:00:00.000
718,4,4,256,1510,5,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,143.0415,11.4433,3.576,2013-09-05 00:00:00.000
719,4,4,259,1526,2,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,28199.325,2255.946,704.9831,2013-09-05 00:00:00.000
720,4,4,260,1644,1,2013-08-27 00:00:00.000,2013-09-05 00:00:00.000,3713.325,297.066,92.8331,2013-09-05 00:00:00.000
721,4,4,258,1680,4,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,19952.625,1596.21,498.8156,2013-09-06 00:00:00.000
722,4,4,254,1584,5,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,6540.66,523.2528,163.5165,2013-09-06 00:00:00.000
723,4,4,257,1620,5,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,5711.475,456.918,142.7869,2013-09-06 00:00:00.000
724,4,3,261,1666,5,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,279.783,22.3826,6.9946,2013-09-06 00:00:00.000
725,4,4,251,1592,2,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,97.965,7.8372,2.4491,2013-09-06 00:00:00.000
726,4,4,253,1618,4,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,114.471,9.1577,2.8618,2013-09-06 00:00:00.000
727,4,4,255,1612,4,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,132.6465,10.6117,3.3162,2013-09-06 00:00:00.000
728,4,4,252,1586,5,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,43878.45,3510.276,1096.9613,2013-09-06 00:00:00.000
729,4,4,259,1500,1,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,418.95,33.516,10.4738,2013-09-06 00:00:00.000
730,4,4,260,1656,4,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,366.345,29.3076,9.1586,2013-09-06 00:00:00.000
731,4,4,258,1572,1,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,461.79,36.9432,11.5448,2013-09-06 00:00:00.000
732,4,4,250,1562,4,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,272.4435,21.7955,6.8111,2013-09-06 00:00:00.000
733,4,4,257,1662,2,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,37.0755,2.966,0.9269,2013-09-06 00:00:00.000
734,4,3,261,1682,4,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,21558.075,1724.646,538.9519,2013-09-06 00:00:00.000
735,4,4,251,1686,4,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,800.1,64.008,20.0025,2013-09-06 00:00:00.000
736,4,4,253,1684,5,2013-08-28 00:00:00.000,2013-09-06 00:00:00.000,86220.75,6897.66,2155.5188,2013-09-06 00:00:00.000
737,4,4,255,1534,4,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,235.9035,18.8723,5.8976,2013-09-07 00:00:00.000
738,4,4,256,1614,5,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,533.547,42.6838,13.3387,2013-09-07 00:00:00.000
739,4,4,259,1588,5,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,40471.2,3237.696,1011.78,2013-09-07 00:00:00.000
740,4,4,260,1622,4,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,389.655,31.1724,9.7414,2013-09-07 00:00:00.000
741,4,4,258,1632,4,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,23671.725,1893.738,591.7931,2013-09-07 00:00:00.000
742,4,4,254,1608,5,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,5948.25,475.86,148.7063,2013-09-07 00:00:00.000
743,4,4,257,1576,5,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,91117.95,7289.436,2277.9488,2013-09-07 00:00:00.000
744,4,3,261,1590,1,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,525,42,13.125,2013-09-07 00:00:00.000
745,6,4,251,1514,5,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,2003.6835,160.2947,50.0921,2013-09-07 00:00:00.000
746,4,4,253,1498,4,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,26455.275,2116.422,661.3819,2013-09-07 00:00:00.000
747,4,4,255,1674,2,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,944.37,75.5496,23.6093,2013-09-07 00:00:00.000
748,4,4,256,1652,4,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,51588.075,4127.046,1289.7019,2013-09-07 00:00:00.000
749,4,4,259,1578,3,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,62843.55,5027.484,1571.0888,2013-09-07 00:00:00.000
750,4,4,250,1538,5,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,37843.575,3027.486,946.0894,2013-09-07 00:00:00.000
751,4,4,258,1556,4,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,25531.275,2042.502,638.2819,2013-09-07 00:00:00.000
752,4,4,254,1554,4,2013-08-29 00:00:00.000,2013-09-07 00:00:00.000,234.9585,18.7967,5.874,2013-09-07 00:00:00.000
753,4,4,259,1600,1,2013-08-30 00:00:00.000,2013-09-08 00:00:00.000,1276.275,102.102,31.9069,2013-09-08 00:00:00.000
754,6,4,260,1522,1,2013-08-30 00:00:00.000,2013-09-08 00:00:00.000,2003.925,160.314,50.0981,2013-09-08 00:00:00.000
755,4,4,258,1570,2,2013-08-30 00:00:00.000,2013-09-08 00:00:00.000,50860.425,4068.834,1271.5106,2013-09-08 00:00:00.000
756,4,4,254,1516,1,2013-08-30 00:00:00.000,2013-09-08 00:00:00.000,454.86,36.3888,11.3715,2013-09-08 00:00:00.000
757,4,4,257,1688,4,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,125.748,10.0598,3.1437,2013-09-10 00:00:00.000
758,4,4,261,1580,5,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,150.7905,12.0632,3.7698,2013-09-10 00:00:00.000
759,4,4,251,1496,4,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,602.028,48.1622,15.0507,2013-09-10 00:00:00.000
760,4,4,253,1494,2,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,8847.3,707.784,221.1825,2013-09-10 00:00:00.000
761,4,4,255,1650,5,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,171.0765,13.6861,4.2769,2013-09-10 00:00:00.000
762,4,4,256,1654,4,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,20397.3,1631.784,509.9325,2013-09-10 00:00:00.000
763,4,4,259,1664,3,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,14628.075,1170.246,365.7019,2013-09-10 00:00:00.000
764,4,4,260,1678,3,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,33350.625,2668.05,833.7656,2013-09-10 00:00:00.000
765,4,4,250,1616,5,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,2145.4335,171.6347,53.6358,2013-09-10 00:00:00.000
766,4,4,254,1492,4,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,234.9585,18.7967,5.874,2013-09-10 00:00:00.000
767,4,4,257,1602,5,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,1525.23,122.0184,38.1308,2013-09-10 00:00:00.000
768,4,4,261,1540,4,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,631.386,50.5109,15.7847,2013-09-10 00:00:00.000
769,4,4,251,1628,5,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,34644.225,2771.538,866.1056,2013-09-10 00:00:00.000
770,4,4,253,1604,4,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,1839.5055,147.1604,45.9876,2013-09-10 00:00:00.000
771,4,4,255,1690,5,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,146.286,11.7029,3.6572,2013-09-10 00:00:00.000
772,4,4,256,1566,5,2013-09-01 00:00:00.000,2013-09-10 00:00:00.000,102.564,8.2051,2.5641,2013-09-10 00:00:00.000
773,4,4,259,1698,5,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,150.7905,12.0632,3.7698,2013-09-11 00:00:00.000
774,4,4,260,1560,5,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,13669.425,1093.554,341.7356,2013-09-11 00:00:00.000
775,4,4,258,1692,5,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,9948.33,795.8664,248.7083,2013-09-11 00:00:00.000
776,4,4,254,1696,2,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,62462.4,4996.992,1561.56,2013-09-11 00:00:00.000
777,4,4,257,1504,1,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,551.88,44.1504,13.797,2013-09-11 00:00:00.000
778,4,4,261,1544,1,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,6987.75,559.02,174.6938,2013-09-11 00:00:00.000
779,4,4,251,1530,2,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,28072.275,2245.782,701.8069,2013-09-11 00:00:00.000
780,4,4,253,1508,1,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,37312.275,2984.982,932.8069,2013-09-11 00:00:00.000
781,4,4,255,1694,1,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,7623,609.84,190.575,2013-09-11 00:00:00.000
782,4,4,256,1624,2,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,28297.5,2263.8,707.4375,2013-09-11 00:00:00.000
783,5,4,252,1548,2,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,59.9445,4.7956,1.4986,2013-09-11 00:00:00.000
784,4,4,260,1598,4,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,240.723,19.2578,6.0181,2013-09-11 00:00:00.000
785,4,4,258,1658,5,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,43878.45,3510.276,1096.9613,2013-09-11 00:00:00.000
786,4,4,254,1536,4,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,475.3665,38.0293,11.8842,2013-09-11 00:00:00.000
787,4,4,257,1568,2,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,42504,3400.32,1062.6,2013-09-11 00:00:00.000
788,4,4,261,1648,5,2013-09-02 00:00:00.000,2013-09-11 00:00:00.000,142.4115,11.3929,3.5603,2013-09-11 00:00:00.000
789,4,4,250,1646,2,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,48030.675,3842.454,1200.7669,2013-09-12 00:00:00.000
790,4,4,253,1672,4,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,421.155,33.6924,10.5289,2013-09-12 00:00:00.000
791,4,4,255,1600,1,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,1276.275,102.102,31.9069,2013-09-12 00:00:00.000
792,4,4,256,1522,1,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,2003.925,160.314,50.0981,2013-09-12 00:00:00.000
793,4,4,259,1570,2,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,50860.425,4068.834,1271.5106,2013-09-12 00:00:00.000
794,4,4,260,1516,1,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,454.86,36.3888,11.3715,2013-09-12 00:00:00.000
795,4,4,258,1506,5,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,43878.45,3510.276,1096.9613,2013-09-12 00:00:00.000
796,4,4,254,1626,2,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,7132.125,570.57,178.3031,2013-09-12 00:00:00.000
797,5,4,252,1542,2,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,28343.7,2267.496,708.5925,2013-09-12 00:00:00.000
798,4,4,261,1610,4,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,22516.725,1801.338,562.9181,2013-09-12 00:00:00.000
799,4,4,251,1638,5,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,34644.225,2771.538,866.1056,2013-09-12 00:00:00.000
800,4,4,253,1582,5,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,427.9275,34.2342,10.6982,2013-09-12 00:00:00.000
801,4,4,255,1510,5,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,143.0415,11.4433,3.576,2013-09-12 00:00:00.000
802,4,4,256,1526,2,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,28199.325,2255.946,704.9831,2013-09-12 00:00:00.000
803,4,4,259,1644,1,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,3713.325,297.066,92.8331,2013-09-12 00:00:00.000
804,4,4,260,1680,5,2013-09-03 00:00:00.000,2013-09-12 00:00:00.000,43878.45,3510.276,1096.9613,2013-09-12 00:00:00.000
805,4,4,258,1584,5,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,9799.65,783.972,244.9913,2013-09-13 00:00:00.000
806,4,4,254,1620,5,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,5711.475,456.918,142.7869,2013-09-13 00:00:00.000
807,4,4,257,1666,5,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,814.59,65.1672,20.3648,2013-09-13 00:00:00.000
808,4,4,261,1592,2,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,97.965,7.8372,2.4491,2013-09-13 00:00:00.000
809,4,4,251,1618,4,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,114.471,9.1577,2.8618,2013-09-13 00:00:00.000
810,4,4,253,1612,4,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,132.6465,10.6117,3.3162,2013-09-13 00:00:00.000
811,4,4,255,1586,5,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,43878.45,3510.276,1096.9613,2013-09-13 00:00:00.000
812,4,4,256,1500,1,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,418.95,33.516,10.4738,2013-09-13 00:00:00.000
813,4,4,259,1656,4,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,347.445,27.7956,8.6861,2013-09-13 00:00:00.000
814,4,4,260,1572,1,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,461.79,36.9432,11.5448,2013-09-13 00:00:00.000
815,4,4,258,1562,4,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,1112.265,88.9812,27.8066,2013-09-13 00:00:00.000
816,4,4,254,1662,2,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,37.0755,2.966,0.9269,2013-09-13 00:00:00.000
817,4,4,257,1682,4,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,21558.075,1724.646,538.9519,2013-09-13 00:00:00.000
818,4,4,261,1686,4,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,624.2985,49.9439,15.6075,2013-09-13 00:00:00.000
819,4,4,251,1684,5,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,86220.75,6897.66,2155.5188,2013-09-13 00:00:00.000
820,4,4,253,1534,5,2013-09-04 00:00:00.000,2013-09-13 00:00:00.000,429.345,34.3476,10.7336,2013-09-13 00:00:00.000
821,4,4,252,1614,5,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,564.8265,45.1861,14.1207,2013-09-14 00:00:00.000
822,4,4,256,1588,5,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,40471.2,3237.696,1011.78,2013-09-14 00:00:00.000
823,4,4,259,1622,5,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,427.455,34.1964,10.6864,2013-09-14 00:00:00.000
824,4,4,260,1632,5,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,38421.075,3073.686,960.5269,2013-09-14 00:00:00.000
825,4,4,258,1608,5,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,5948.25,475.86,148.7063,2013-09-14 00:00:00.000
826,4,4,254,1576,5,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,91117.95,7289.436,2277.9488,2013-09-14 00:00:00.000
827,4,4,257,1590,1,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,525,42,13.125,2013-09-14 00:00:00.000
828,4,4,261,1514,5,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,2003.6835,160.2947,50.0921,2013-09-14 00:00:00.000
829,5,4,251,1498,4,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,26455.275,2116.422,661.3819,2013-09-14 00:00:00.000
830,4,4,253,1674,2,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,944.37,75.5496,23.6093,2013-09-14 00:00:00.000
831,4,4,255,1652,4,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,51588.075,4127.046,1289.7019,2013-09-14 00:00:00.000
832,4,4,252,1578,3,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,36122.625,2889.81,903.0656,2013-09-14 00:00:00.000
833,4,4,259,1538,5,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,37843.575,3027.486,946.0894,2013-09-14 00:00:00.000
834,4,4,260,1556,4,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,25531.275,2042.502,638.2819,2013-09-14 00:00:00.000
835,4,4,258,1554,5,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,2061.7065,164.9365,51.5427,2013-09-14 00:00:00.000
836,4,4,250,1688,4,2013-09-05 00:00:00.000,2013-09-14 00:00:00.000,125.748,10.0598,3.1437,2013-09-14 00:00:00.000
837,4,4,257,1506,5,2013-09-06 00:00:00.000,2013-09-15 00:00:00.000,43878.45,3510.276,1096.9613,2013-09-15 00:00:00.000
838,4,4,261,1626,2,2013-09-06 00:00:00.000,2013-09-15 00:00:00.000,7132.125,570.57,178.3031,2013-09-15 00:00:00.000
839,4,4,251,1542,2,2013-09-06 00:00:00.000,2013-09-15 00:00:00.000,28343.7,2267.496,708.5925,2013-09-15 00:00:00.000
840,4,4,253,1610,4,2013-09-06 00:00:00.000,2013-09-15 00:00:00.000,22516.725,1801.338,562.9181,2013-09-15 00:00:00.000
841,4,4,257,1580,5,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,150.7905,12.0632,3.7698,2013-09-17 00:00:00.000
842,4,4,261,1496,4,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,235.9035,18.8723,5.8976,2013-09-17 00:00:00.000
843,4,4,251,1494,2,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,8847.3,707.784,221.1825,2013-09-17 00:00:00.000
844,4,4,253,1650,5,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,171.0765,13.6861,4.2769,2013-09-17 00:00:00.000
845,7,4,255,1654,4,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,20397.3,1631.784,509.9325,2013-09-17 00:00:00.000
846,4,4,256,1664,3,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,14628.075,1170.246,365.7019,2013-09-17 00:00:00.000
847,4,4,259,1678,4,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,25334.925,2026.794,633.3731,2013-09-17 00:00:00.000
848,4,4,260,1616,5,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,693.378,55.4702,17.3345,2013-09-17 00:00:00.000
849,4,4,258,1492,5,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,694.1655,55.5332,17.3541,2013-09-17 00:00:00.000
850,4,4,254,1602,5,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,1796.0355,143.6828,44.9009,2013-09-17 00:00:00.000
851,4,4,257,1540,4,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,463.3965,37.0717,11.5849,2013-09-17 00:00:00.000
852,4,4,261,1628,5,2013-09-08 00:00:00.000,2013-09-17 00:00:00.000,34644.225,2771.538,866.1056,2013-09-17 00:00:00.000
